full_text;
"@TuaJalanJalan @katz_bornagain Nah itulah busuknya kau, menggal konflik cuma d tnggal 7,  Sekjen UN : ..attacks by hamas did not happen in vacuum""  Pake logika lah,  Israel g menjajah d Palestina ya g bakalan ad hamas. https://t.co/aJlnzAJhA0"";blackshark_7890";
Idf ini sebenrnya ngga pro2 amat;
Nah;
Lalu;
Israel menguasai wilayah Tepi Barat;
Sebelumnya;
What’s up;
Konflik Israel-Palestina kembali menggemparkan dunia. Pasalnya;
“Nahdlatul Ulama yakin;
@tanyarlfes Eh tapi beneran ada arab muslim orang israel yg join idf. Pernah ketemu its me (sejenis omagle yg pake avatar). Aga kaget si pas dulu ketemu;
"@logos_id Ya, mereka sendiri yg problematik. Coba mereka manut"". Air susu dibalas air tuba. Dan klopun nerima ky palestina ke bangsa yahudi seperti dulu, takutnya ky sekarang. Ketika mereka punya massa yg banyak dan mulai berani, bakal sering konflik sm warlok"";pabrikkultur";
@Lostranauts_300 @Jeonnielle @tanyakanrl Sebelum 7 okt di palestina gk ada penyerangan klo pun bayi palestina lahir di masa konflik kek sekrg bukan salah Palestina;
@akuratco @DFighter___ @GakNyerah_BRO Konflik israel hamas??? Jelas jelas ini PENJAJAHAN Israel pada negara Palestina;
@Aiek_Speechless @GakNyerah_BRO @Humairah_922 @IFyou_611 @hamidah_nadya @mueeza02 @_4iii_Na_T3H5h @AiraNtieReal @alamanda_maroon @AlnilamOmar @BarisanOpOsisi Suatu saat kalo palestina merdeka;
"Hamas tidak mengontrol Tepi Barat?""  ""Tidak!""  ""200 rakyat Palestina, termasuk 52 anak-anak dibunuh oleh pasukan Israel sejak 7 Oktober [di Tepi Barat].""  ""Tetap salah Hamas, karena mencoba memperluas konflik ke Tepi Barat"", kata @EylonALevy, Jubir Pemerintah Penjajah Israel https://t.co/LfV4Y5UHCS"";Mocco0319";
Breaking |  Kremlin: Putin akan membahas konflik Palestina-Israel dan situasi di Gaza dengan para pemimpin BRICS;RhezaMuh
Zionist Emergency Council. Dalam surat tersebut;
Ivan Gunawan Beri Bantuan Rp1 Miliar untuk Palestina dari Penjualan Hijab: Konflik yang terjadi di Palestina memang menyita perhatian banyak orang tak terkecuali para artis tanah air. Salah satu artis yang… https://t.co/Q1HS17OMxw #HotNews Baca di https://t.co/QwXHoKTU1A https://t.co/Gew4tga5K4;m24hHarahap
membawa kedamaian dan keadilan bagi rakyat Palestina. Semoga langkah-langkah yang diambil oleh kedua negara ini dapat menjadi awal dari penyelesaian konflik yang berkepanjangan.;kaylaptrr_
Soal Konflik Israel-Palestina;
Coba tanya jordania knp mreka ogah2an nampung warga palestina. Anyway;
@Hyuga_2018 @logos_id Makanya kalo menyikapi konflik di Gaza ini kita perlu paham kasusnya dulu. Punya empati pada rakyat palestina itu wajib. Tapi kita perlu paham kapasitas serta kemampuan kita untuk ber empati pada sebuah konflik karena sgt rawan dengan yg namanya hatespeech dan standar ganda.;pksmalaysia1
Sedikitnya 50 jurnalis dan pekerja media dilaporkan tewas dalam konflik berdarah antara Israel dan Hamas;
WHO mengecam penyerangan terhadap Rumah Sakit Indonesia di #Gaza;
Referensi paling lengkap dan obyektif mengenai konflik Israel-Palestina  https://t.co/X5kf08ByIf;_rakyatmerdeka
Assalamu'alaikum Wr.Wb. warga #man2jepara   “Mari menebar manfaat untuk saudara kita yang sedang menderita akibat konflik Israel dan Palestina. Setiap harta benda yang didonasikan akan menjadi tabungan amal di akhirat;
Konflik Israel-Palestina;
Lucu sekalian kasian melihat orang2 yg ikut2an terlibat dalam konflik gaza. Satu pihak salahkan israel satu pihak salahkan palestina;
karena konflik antara israel sama palestina;
tersebut.   Negara Israel sudah ada  konflik yang bersejarah dengan orang-orang Palestina sebelum Israel diakui sebagai negara untuk para orang yahudi.  Dengan keserakahannya negara Israel;
Konflik Palestina;
Konflik Israel &amp  Palestina  Perang antara kelompok militan yang dipimpin oleh Hamas yang melancarkan invasi dan serangan besar-besaran terhadap Israel dari jalur Gaza pada tanggal 7 Oktober 2023 lalu. Kelompok Israel melakukan serangan genosida di jalur Gaza.  #SCdukungPalestina;daniebe23
Komunitas internasional memikul tanggung jawab untuk mengatasi konflik ini dengan keadilan dan kejujuran. Sebuah resolusi damai harus memprioritaskan hak-hak dan aspirasi rakyat Palestina. https://t.co/nbwlt6KWAi;KliseNews
Perjuangan Palestina untuk merdeka bukan hanya masalah politik;
@JidatSeokjin @matcharolls @Valhallaah @mercindonesia Gak relevan;
@JidatSeokjin @matcharolls @Valhallaah @mercindonesia Itu apa? Menganggap Palestin=islam bukannya sama dengan menganggap bahwa konflik Israel Palestina itu konflik Yahudi Islam? 🤪😜😛 Masih aja nyangkal. https://t.co/n6VVps4dsd;fullsun_neocit
Ayo hadir dan menjadi bagian dari diskusi yang mendalam mengenai konflik Palestina! 🇵🇸 Forum ini adalah panggung bagi kita untuk menyuarakan pendapat;
@JidatSeokjin @matcharolls @Valhallaah @mercindonesia Nah kan. Kelihatan gobloknya. Si goblok ini menganggap konflik Israel Palestina sebagai konflik agama. 🤣🤣🤣 Gak heran begitu ngotot membela Hamas biarpun Hamas itu teroris. Orang yg membela Israel pun disebut anti Islam. Tolol tolol. Elo kira di Israel gak ada muslim? https://t.co/IDXIRvY3nQ;PakThanos27
Disini itu klo ada kasus seleb;
Dalam pertemuan MIKTA tersebut;
DPR Dorong MIKTA Suarakan 'Two State Solution' dalam konflik Israel-Palestina https://t.co/moG3Cszc9U https://t.co/xAFFchjFi0;hwallchii
Yuddy Chrisnandi: Dibanding Negara-Negara Arab;
NU-Care Lazisnu Salurkan Bantuan Rakyat Indonesia ke Palestina  Berharap dan terus berdoa;
@roisfaisal @logos_id Dana dari siapa? Pemberdayaan masyarakat dlm daerah konflik Palestina hrsnya bagaimana? sudah berapa kali pemerintah Indonesia &amp  sumbangan warga Indonesia mmbntu membangun rumah sakit tpi dihancurkan zionis? pemberdayaan bisa dilakukan klw fasilitas mereka tdk dibombardir zionis;golkarpedia
Konflik  Israel - Palestina menarik perhatian seluruh dunia termasuk dunia  filsafat. Apa aja kata para filsuf tentang konflik sejak tahun 1948 ini?  Yuk ngobrol2 di Space kami   KALIAN SEMUA DIUNDANG! 💭🙏🏼 https://t.co/7Fy3jlXfST;nu_online
Gubernur Jawa Timur;
Organisasi paling gak jelas;
@AdnanAgam1 @puanmaharani_ri @NumanKurtulmus Konflik di Palestina semoga cepat terselesaikan.;ekingsjuara2
Visi dan Misi Politik Luar Negeri Capres-Cawapres Soroti Konflik Palestina https://t.co/OuBiPOldc5;yeshuabraham
Pemerintah Iran membantah terlibat dalam pembajakan kapal kargo terkait Israel;
Kolaborasi kekuatan Asia;
Ini menarik.  Ajaran agama sering dianggap memotivasi kekerasan;
@irwanhakim32 @Ainiluluiii @Greschinov Klo dipaksa sih sebenernya nggak;
Bubar aja ges Orang2 ternyata ga paham dari konflik Palestina itu harusnya disikapi seperti apa;AhlulQohwah
Pertemuan Presiden Jokowi dan Presiden Joe Biden merupakan langkah diplomatik Indonesia dalam menyelesaikan konflik di Palestina. #Jokowi #IndonesiaMaju https://t.co/CqjvTDxWNQ;Alannusa
Solidaritas konflik Israel-Palestina atas dasar kemanusiaan bukan konflik agama. https://t.co/rbU7R0NRqG;Spike21Spiegel
@tanyakanrl Ini hanya satu contoh nya di Palestina belum lagi yg dialami oleh umat muslim lain nya di negara lain seperti kampung konsentrasi Uighur ditiongkok barat dan rohinya di Myanmar selain itu nasib umat muslim juga terlunta-lunta di India yg masih panas dan bisa pecah konflik;AzhareAkiba
@jokowi semoga sukses selalu dapat  membantu menyelesaikan konflik di gaza untuk kemerdekaan palestina;ChairudinN6548
Presiden Amerika Serikat Joe Biden Catat Empat Desakan Jokowi Sikapi Konflik Palestina Dengan Israel;
@akuratco @DFighter___ @GakNyerah_BRO Konflik Israel Hamas?  Tolong ya...  Israel Palestina;
@OmJ_JeNggot Kata pemimpin mereka karena yaman  jugak salah satu negara konflik;
@DavinReins @mewmew_catt @acartimun21 @kumparan dengan bumbu korban holocaust jg;
Pada pertemuan #MIKTA9 ;
Polantas Ngawi beri bantuan kemanusiaan untuk korban konflik di Gaza Palestina. Semoga bermanfaat untuk saudara kita yang ada di sana 🤲🙏 https://t.co/FScwTEbbVl;_Crescentmoon7
Puan Maharani;
Menlu Arab Saudi Pangeran Faisal mengungkapkan para menlu Arab dan negara-negara Islam akan berkumpul di Tiongkok untuk membahas mengenai cara-cara untuk mendorong penyelesaian konflik Israel-Palestina;
Kalau para kyai;
@DavinReins @_Crescentmoon7 @acartimun21 @kumparan Masa? Kamu kan buta tuli;
Sahabat mari berikan doa terbaikmu untuk saudara Palestina;
Ketua DPR RI Puan Maharani menggelar pertemuan bilateral secara terpisah dengan pimpinan parlemen MIKTA. Selain membahas kerjasama antar parlemen;
@Humairah_922 Bagi yahudi dan kristen;
@kukeKIKEkoke @aylaffyu_ ya sama ke palestina dulu. di bantu arab . eh malah buat konflik.  makanya arab ga mau bantu. eh tp ini fakta ya guys. cek aja sejarahnya hehe;demitfrekuensi
Presiden China Xi Jinping dan Presiden Prancis Emmanuel Macron pada Senin (20/11) melalui telepon membicarakan konflik Palestina-Israel;
Wakil Presiden Tiongkok Han Zheng : Tiongkok akan terus bekerja sama dengan negara-negara Arab dan Islam untuk mendorong implementasi penuh resolusi relevan Majelis Umum PBB dan Dewan Keamanan mengenai konflik Israel-Palestina;
@gagal_hijrah isu khilafah adalah agenda dari kelompok-kelompok radikal intoleran seperti Hizbut Tahrir Indonesia (HTI) yang sudah dilarang oleh pemerintah. Menurutnya isu-isu seperti konflik Israel Palestina ini memang kerap dijadikan propaganda dan eksistensi dari ideologi khilafah mereka.;ANTARABengkulu
Iman akan dilatih dan diperkuat di tengah badai kehidupan;
Baca tulisan saya mengenai konflik Israel-Palestina di website Humanesia https://t.co/2ojNiGNJRu https://t.co/MgSaPoDqDB;Dewiholist
Diam soal konflik Israel-Palestina;
@chanzyeolk @penguasahati @safira_floran @Natamankku12 @RyaWiedy @syahirularif @Aryprasetyo85 @03__nakula @kangwaqfi2 @Muhadjir_M @pn7l7h @rizieqdivist @tolakbigotnkri @007koteka Mereka hnya memanfaatkan konflik Palestina dng tujuan berdirinya khilafah..pdhal smua negara saja tdk ada yg menerapkannya.;lunaatmo
Sahabat;
Kelompok Houthi menahan kapal kargo berbendera Bahama;
Presiden China Xi Jinping dan Presiden Prancis Emmanuel Macron membahas konflik Palestina-Israel dan menekankan solusi dua negara harus diwujudkan guna mengakhiri krisis yang kini meningkat. https://t.co/gP9ykMd69H;SolusiWakaf
@Jennifer_bogota @sahabatalaqsha @rdooan_ Terbelenggu kepentingan dengan Israel. Presiden Mesir yang pro Palestina dikudeta. Dari sudut pandang muslim;
@puanmaharani_ri Semoga dng adanya Mikta dapat meredahkan konflik di palestina;erakinimedia
@BBCIndonesia Kok pas banget momennya ya? Pas ketika kita lagi memperhatikan konflik yg terjadi di Israel dan Palestina gitu?;RickyNSas
Mendambakan Solusi Bagi Israel-Palestina Dalam situasi konflik Israel- Palestina saat ini;
@gwallabom belajar juga dulu arab nampung warga palestina. eh malah buat konflik di arab dan mau mwnggulingkan  negara arab. itu fakta juga wkkq;crashedhot
@__AnakKolong Jokowi bicara konflik israel palestina;
@recehtapisayng Pdhal bebas lo mau ngucap apapun;
@recehtapisayng itulah knapa konflik palestina ini dihindari oleh negara2 tetangga palestina.. bukannya malah meredakan tapi justru memperkeruh keadaan dalam negeri mereka sndiri.  guru itu cuma menyampaikan perspektif yg jg diadopsi negara2 lain;
@Tita83079013 Kenapa bawa bawa embel embel agama ya? Jelas Arab sadar mereka perihal konflik israel Palestina bukan perang antar agama.  Dan arab tahu sejarahnya seperti apa. Dan arab punya visi negaranya kedepan lebih maju;
@lovejunkyu2000 @Ibad_23 @selenium1996 @convomf Ya kita bahasnya Sejarah karena ya diskusi nya soal sejarah gimana sih. Terus nanya agama itu buat apa?;
@lovejunkyu2000 @Ibad_23 @selenium1996 @convomf Jawaban dari solusi konflik saat ini dari saya ya. Two-State Solution;
#kelardengar  Sebagian besar sudah paham;
@shadowless_d5 Jangan percaya dg gencatan senjata israel. Karena zionisme akan menghabiskan semua sipil di Gaza.. Isu tersbut hanya ingin menutup mata internasional tidak ikut campur pada konflik yg sedang berlangsung. Hapuskan penjajahan tanah Palestina;
Doktrin Dahiya;
@memelord_666666 Kejadian 9/11 dibilang propaganda anti-islam karena pelakunya disebut Islam &amp  korbannya mayoritas non-musim.  Konflik di Palestina korbannya mayoritas muslim dan pelakunya Yahudi berarti propaganda anti-yahudi dong? 👀;mayer8877
@lolalolapola2 @SammiSoh Genosida? Berapa persen korban? Hanya 0.6%. Lu lihat di Syria di Iraq atau dmn tuh yg lagi konflik. Jauh berkali kali lipat lebih banyak;
@operatorgalang1 @AkimMudin @neohistoria_id Sejak saat itu makin banyak konflik antara orang yahudi sebagai pendatang dan orang Palestina yg udah menetap lama disitu. Kemudian th 47 diinisiasi oleh PBB buat bikin 2 negara;
Postingan lama. Baru tersadar karena konflik Palestina yang mencuat kembali di media. Astaghfirullah mari lindungi anak-anak kita dengan berpegang teguh pada iman dan islam. #boikotunilever #freepalestine 🇵🇸🇵🇸 https://t.co/DfXnNRptBG;peace_n_truth_
Mungkin ini salah satu hikmah konflik Palestina-Israel.... Sejujurnya umat manusia berhutang banyak pada pengorbanan rakyat Palestina. Semoga Allah SWT mengganjar mrk dgn balasan Jannah!  Aamiin 🤲😭😭 https://t.co/gLN53CZfQs;SigitIrwanto1
@puanmaharani_ri @NumanKurtulmus Melihat komitmen bersama Indonesia dan Turki dalam penyelesaian konflik Palestina;
@na_dirs @wadjdy Sp yang mau boikot;
Sebelumnya;
@BBCIndonesia konflik palestina-israel orang pada koar koar ini tuh kemanusiaan ga peduli agama bla bla bla;
@puanmaharani_ri @NumanKurtulmus semoga segera penyelesaian konflik palestina bisa segera diselesaikan;nimas31
Beragam atribut yang identik dengan Palestina;
@kucingtuabangka @KompasTV Tgl 13 Mei 1948 Gaza dan bahkan tanah yg didiami zionis masih milik Palestina! Tetiba zionis merebut hak jutaan warga sipil Palestina. Lu kalo mau bela zionis korek2 lg sana p4nt4t mereka 🤣🤣 memang konflik tidak akan selesai selagi Palestina masih melawan penjajahnya.;aya_apinn
"[H-5 KAJIAN RUTIN HUKUM ISLAM]  Menelisik Historiositas Konflik Palestina-Israel dan Upaya Dukungan Umat Muslim dalam Penyelesaiannya""   https://t.co/Myp3KCBYgX  Salam KSHI Salam Akademis, Salam Cerdas, Hati Ikhlas, Kerja Keras! https://t.co/MfFmwhqHg3"";CNNIDdaily";
Polresta Banyuwangi mengirimkan bantuan untuk korban konflik di Gaza;
Peran PBB dalam Menyelesaikan Konflik Palestina Israel  https://t.co/iQpMOfFisI   27 Oktober 2023;KSHI_FHUNDIP
Ini Solusi Joe Biden untuk Konflik Palestina dan Israel  https://t.co/jNgAGMWCbO   26 Oktober 2023;ngopibareng_id
Kesimpulan Konflik Palestina dan Israel  https://t.co/NkbvGa30aB   25 Oktober 2023;slytherinsace
Bentuk Empati atas Kekerasan Konflik di Jalur Gaza;
Korban Meninggal Konflik Palestina-Israel Sudah Tembus 17.400 Jiwa  https://t.co/9woYLiK6lu   11 Oktober 2023;slytherinsace
Jumlah Korban Tewas di Gaza Melebihi 13 Ribu Orang!  Jumlah korban tewas di Gaza;
[UGM PEDULI PALESTINA]  Konflik palestina terjadi akibat dari penyerangan Israel oleh Hamas pada Sabtu;
Essai Polarisasi Konflik Israel dan Palestina terhadap tatanan stabilitasi keamanan dunia;
Penguatan hubungan kerja sama bilateral ini salah satunya diselenggarakan dalam rangka mendesak Amerika Serikat untuk mendukung gencatan senjata dalam konflik Israel-Palestina.  Kira - kira;
"Memaknai konflik Palestina-Israel dari 3 film dokumenter menyentuh pemenang sejumlah penghargaan bergengsi: Promises"", ""3 Broken Cameras"" dan ""R21 AKA Restoring Solidarity"".  Baca esai terbaru saya di @kincirdotcom sekarang.  https://t.co/4Xtu3GHw1J"";moonlusie";
DPR Dorong MIKTA Suarakan ‘Two State Solution’ dalam Konflik Israel-Palestina https://t.co/M5XmTlQ9o8 #aktualcom #Aktualofficial;FPCIUnsoed
"@CImtgr kl'pun 🇮🇩 deket dgn wil konflik itu jg pasti mikir 100x utk terima pengungsi palestina, krn salah k depan bisa jd kanker ato jd basis militer .. n salah"" 🇮🇩 di gaplok jg spt hal'nya lebanon, syria n jordania .. risiko kehilangankelurahan ato kabupaten malah 😅"";persadaichwan";
Karena konflik Israel-Palestina yang terjadi saat ini;
Dukung usaha pemerintah dalam mengupayakan penyelesaian yang adil atas konflik Israel dan Palestina. #Tolakterorisme #Tolakekstrimisme #Tolakintoleransi #Tolakpolitisasiagama https://t.co/hjv01DSUyK;oktafian
Waspada propaganda kelompok pro khilafah yang memanfaatkan eskalasi konflik Israel - Palestina untuk mengacaukan stabilitas nasional. #Tolakterorisme #Tolakekstrimisme #Tolakintoleransi #Tolakpolitisasiagama https://t.co/TNS17LGJeM;detikfinance
Kantor media pemerintah Gaza pada Minggu (19/11) mengumumkan bahwa jumlah warga Palestina yang tewas di Jalur Gaza telah melampaui 13.000 orang sejak konflik Israel-Hamas meletus pada 7 Oktober. #Gaza #Palestina #Israel https://t.co/xZFq7iOLgx;jafarsi94561356
@CNNIndonesia Pasukan Perdamaian kita ada;
@Claudio_sigit Hmm akibat US dan Eropa pecah fokusnya ke Israel-Palestina...  Dan kalo Russia gak manfaatin moment berarti dia ke distract juga;
Kantor media pemerintah Gaza mengumumkan pada 19 November bahwa jumlah korban tewas warga Palestina di Jalur Gaza telah melebihi 13.000 sejak konflik meletus pada 7 Oktober. di antara korban tewas terdapat 5.500 anak-anak dan 3.500 wanita. https://t.co/W8QqahlO24;BobTeuku96933
Isu atau permasalahan di Palestina dan Israel merupakan konflik yang penuh kompleksitas;
Yuddy Chrisnandi: Dibanding Negara-Negara Arab;
Kita ga bisa melihat Israel vs Palestina sebagai perang dan konflik antar nation state. Kenyataannya ini genosida dan mass displacement. Jadi ga bisa netral. Sesuai konstitusi;
@jokowi Pak kejauhan khayalannya ... Sama biden yg punya akses langsung ke israel;
@CNNIndonesia Kalau AS ga bermuka 2 dia Hanya BERPIHAK pada Israel saja kan yg Repot Palestina;
